C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_23_315.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_23_315.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_23_315.jpg,0,0,0,7.062823E-06
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_23_389.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_23_389.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_23_389.jpg,0,0,0,1.982295E-06
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_23_464.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_23_464.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_23_464.jpg,0,0,0,1.201675E-05
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_23_538.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_23_538.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_23_538.jpg,0,0,0,6.623979E-06
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_23_614.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_23_614.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_23_614.jpg,0,0,0,2.885261E-07
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_23_687.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_23_687.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_23_687.jpg,0,0,0,6.652928E-06
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_23_763.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_23_763.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_23_763.jpg,0,0.03825263,0,0.000947064
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_23_836.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_23_836.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_23_836.jpg,0,0.28611,0,0.1710594
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_23_909.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_23_909.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_23_909.jpg,0,0.4808072,0,0.4853986
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_23_984.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_23_984.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_23_984.jpg,-0.15,0.6998281,0,1.088818
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_24_063.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_24_063.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_24_063.jpg,-0.3420966,0.9677451,0,1.883785
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_24_134.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_24_134.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_24_134.jpg,-0.1258521,1,0,2.829819
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_24_206.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_24_206.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_24_206.jpg,0,0.9305791,0,3.514817
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_24_279.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_24_279.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_24_279.jpg,0,0.6859835,0,4.251991
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_24_354.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_24_354.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_24_354.jpg,0,0.5878149,0,4.781768
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_24_430.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_24_430.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_24_430.jpg,0,0.7864006,0,5.266397
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_24_502.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_24_502.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_24_502.jpg,-0.15,1,0,6.109281
C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\center_2018_01_02_21_25_24_573.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\left_2018_01_02_21_25_24_573.jpg,C:\Users\hgkang\Desktop\CarND\windows_sim\data\IMG\right_2018_01_02_21_25_24_573.jpg,-0.35,1,0,7.004632
